Title,Channel Title,Channel ID,Publish time,Duration,Number of comments,Number of likes,Number of views,video_id,url
making my team bark for me,xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2022-11-28T13:55:08Z,31,8,432,7164,gIWw75Uh5T4,https://www.youtube.com/watch?v=gIWw75Uh5T4
When I lock-in my Gold Sage in an Immortal Lobby FT. Shroud & Tarik,xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2022-05-10T16:00:36Z,8:1,17,365,6303,WbxabfB4uiA,https://www.youtube.com/watch?v=WbxabfB4uiA
"Wait.. I beat 2 Immortal Players with my Phoenix?! FT. ShawnBM, Bnans, Apryze, and Kohzie",xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2022-05-14T16:00:32Z,10:57,17,443,8247,jcPlZlBZoCY,https://www.youtube.com/watch?v=jcPlZlBZoCY
Janet Throwing it Back on Kay/o ft joshseki,xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2022-06-19T20:00:03Z,39,4,342,6920,JPYUyphjvK8,https://www.youtube.com/watch?v=JPYUyphjvK8
don't look at him,xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2022-11-22T03:48:43Z,11,4,727,11229,oTXOQiKZxOw,https://www.youtube.com/watch?v=oTXOQiKZxOw
CALL ME CYPHER MAIN! | xChocoBars,xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2022-03-17T00:00:08Z,19:29,20,827,12805,dafCuSfq7Lk,https://www.youtube.com/watch?v=dafCuSfq7Lk
don't look at him,xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2022-11-22T03:48:43Z,11,4,727,11229,oTXOQiKZxOw,https://www.youtube.com/watch?v=oTXOQiKZxOw
"I TRIED OKAY ft. iiTzTimmy, Edison Park, Kimi, Softi",xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2022-10-10T15:00:00Z,11:30,17,565,9050,-4hRR3arTrM,https://www.youtube.com/watch?v=-4hRR3arTrM
SOLOQ HIT DIFFERENT | xChocoBars,xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2022-02-12T00:00:12Z,39:36,14,585,10626,MkDyndfO3Gw,https://www.youtube.com/watch?v=MkDyndfO3Gw
BACK ON MY AGENT! | xChocoBars,xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2022-01-29T00:00:01Z,30:46,18,956,17705,5laCwaYVFJA,https://www.youtube.com/watch?v=5laCwaYVFJA
jett and chamber play valorant,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2022-11-30T15:00:21Z,8:1,44,1369,19419,cFGrOEcJ-zU,https://www.youtube.com/watch?v=cFGrOEcJ-zU
the female experience in valorant,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2022-04-09T14:00:21Z,9:5,221,4235,89212,kwU3s5zFIMo,https://www.youtube.com/watch?v=kwU3s5zFIMo
meeting perverts in valorant,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2021-12-16T21:58:26Z,10:44,530,5083,114430,wmdFQ9kybX4,https://www.youtube.com/watch?v=wmdFQ9kybX4
voice trolling as jett and chamber in valorant,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2022-11-04T14:00:07Z,10:44,115,8243,196409,B3q3y_eJrIk,https://www.youtube.com/watch?v=B3q3y_eJrIk
meeting sexist players in valorant,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2021-08-04T04:15:00Z,8:1,746,15175,379258,G_1OM7I5fgw,https://www.youtube.com/watch?v=G_1OM7I5fgw
"valorant with kaemi, xirena, and juelia",vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2022-07-04T14:00:00Z,8:1,157,11941,311928,a5pAf4LdjxM,https://www.youtube.com/watch?v=a5pAf4LdjxM
flirting with the cutest girl in valorant,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2022-08-13T14:00:09Z,8:1,220,7717,160840,JSfF_Zgna38,https://www.youtube.com/watch?v=JSfF_Zgna38
trolling valorant players with jett voice lines,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2022-07-10T14:00:16Z,8:2,223,16814,487909,MVjD13ZCbOs,https://www.youtube.com/watch?v=MVjD13ZCbOs
pranking my teammate with jett voice lines,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2022-10-17T14:00:07Z,8:45,123,9210,287966,BZywKlCigm0,https://www.youtube.com/watch?v=BZywKlCigm0
18+ valorant with sagemommy,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2022-09-20T14:54:15Z,8:4,46,2308,36388,R8Y5sUUS8Js,https://www.youtube.com/watch?v=R8Y5sUUS8Js
pranking my teammate with jett voice lines,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2022-10-17T14:00:07Z,8:45,123,9210,287966,BZywKlCigm0,https://www.youtube.com/watch?v=BZywKlCigm0
this guy asked me to be his girlfriend in valorant,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2022-09-11T14:00:26Z,8:1,116,2855,65159,wuat6mM3lgI,https://www.youtube.com/watch?v=wuat6mM3lgI
when girls play valorant,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2022-11-18T15:00:43Z,8:2,41,2541,57233,uuyrdJNkQwY,https://www.youtube.com/watch?v=uuyrdJNkQwY
flirting with girls in valorant: cringe edition,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2022-09-24T17:22:15Z,8:5,51,2122,50082,Rp0wmM-VHqQ,https://www.youtube.com/watch?v=Rp0wmM-VHqQ
valorant is not for kids,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2021-08-31T22:03:36Z,9,483,19135,430984,18NZVpFQKxM,https://www.youtube.com/watch?v=18NZVpFQKxM
meeting the biggest simps in valorant,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2021-12-24T22:00:06Z,8:2,110,5004,135874,Lj7e0mVjNmY,https://www.youtube.com/watch?v=Lj7e0mVjNmY
valorant 18+,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2021-11-15T22:00:08Z,8:46,124,7959,233490,SApOji2AEOc,https://www.youtube.com/watch?v=SApOji2AEOc
playing valorant with cute japanese girls,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2022-08-22T14:00:00Z,8:5,115,3351,57136,1-wDpRgjkV4,https://www.youtube.com/watch?v=1-wDpRgjkV4
chamber and jett voice lines,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2022-11-08T07:35:18Z,40,46,24438,333868,bTa3GHs9IG4,https://www.youtube.com/watch?v=bTa3GHs9IG4
valorant is not for kids,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2021-08-31T22:03:36Z,9,483,19135,430984,18NZVpFQKxM,https://www.youtube.com/watch?v=18NZVpFQKxM
caught for being a valorant streamer,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2022-10-26T14:00:33Z,5:56,45,2042,43285,mtTtNmZPTP4,https://www.youtube.com/watch?v=mtTtNmZPTP4
meeting the brimstone voice actor in valorant,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2021-08-21T23:54:47Z,9:30,194,13262,350224,TF_zTD7DuyM,https://www.youtube.com/watch?v=TF_zTD7DuyM
the female experience,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2022-04-12T09:57:13Z,16,346,9171,267959,Y6P8H3hL1ao,https://www.youtube.com/watch?v=Y6P8H3hL1ao
i broke up a couple with my jett voice lines,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2022-02-03T15:00:31Z,8:2,351,22816,483355,cnSizJI6HBw,https://www.youtube.com/watch?v=cnSizJI6HBw
talking to kids in valorant,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2021-11-08T15:00:25Z,8:34,204,9734,231923,ra-jApeRLOw,https://www.youtube.com/watch?v=ra-jApeRLOw
voice trolling as the jett voice actor,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2021-12-02T22:00:28Z,9:4,225,16580,533000,r8cW5EIkd9Y,https://www.youtube.com/watch?v=r8cW5EIkd9Y
when girls play valorant,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2022-11-23T06:42:41Z,21,7,516,9060,MtOLP7VVQ04,https://www.youtube.com/watch?v=MtOLP7VVQ04
valorant: “is that a girl?”,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2022-09-29T08:10:25Z,15,43,3350,54705,s8jk1hjFYfY,https://www.youtube.com/watch?v=s8jk1hjFYfY
asking for feet pics in valorant,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2021-09-20T22:22:30Z,8:36,70,6035,160959,gvkEDf1Ld4w,https://www.youtube.com/watch?v=gvkEDf1Ld4w
voice trolling as a kid in valorant,vkimm,UCCBJqqk5h2hh8_WDGzrkRCQ,2022-01-07T16:00:31Z,8:20,74,2737,64581,k30pfWuop64,https://www.youtube.com/watch?v=k30pfWuop64
IS THIS THE ULTIMATE CARRY?!,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2022-11-29T22:28:44Z,13:26,10,858,11623,S1TIb7bVk_M,https://www.youtube.com/watch?v=S1TIb7bVk_M
GETTING CARRIED BY PRO VALORANT PLAYERS!!,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2022-09-02T19:05:47Z,12:25,27,1838,27138,mWTa-qrnvYw,https://www.youtube.com/watch?v=mWTa-qrnvYw
IS THIS THE LONGEST VALORANT RANKED GAME EVER?!,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2022-10-21T20:22:55Z,13:17,14,1274,18672,R4RrqexHy10,https://www.youtube.com/watch?v=R4RrqexHy10
THIS IS WHY YOU'RE SIGNED! | VALORANT | Ft. Jacksepticeye & Friends,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2021-05-24T23:44:38Z,18:9,64,2710,38028,-8BcULsFz8o,https://www.youtube.com/watch?v=-8BcULsFz8o
TRYING THE NEW VALORANT AGENT HARBOR FOR THE FIRST TIME,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2022-10-31T20:34:57Z,9:46,17,1183,15142,T-2457ABLHU,https://www.youtube.com/watch?v=T-2457ABLHU
TRYING THE NEW VALORANT AGENT HARBOR FOR THE FIRST TIME,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2022-10-31T20:34:57Z,9:46,17,1183,15142,T-2457ABLHU,https://www.youtube.com/watch?v=T-2457ABLHU
THIS MIGHT BE MY NEW MAIN!,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2021-09-22T18:57:39Z,12:30,43,2481,34644,Xc6L6ntHQB8,https://www.youtube.com/watch?v=Xc6L6ntHQB8
IS THIS THE MOST INTENSE COMEBACK EVER?! | Valorant | Ft. Pokimane & Friends,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2021-07-06T21:52:19Z,14:43,40,1581,21361,DIbrlc8L00M,https://www.youtube.com/watch?v=DIbrlc8L00M
IS THIS THE LONGEST QUEUE EVER!? | VALORANT | Ft. Pokimane & Friends,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2021-06-04T20:41:41Z,17:31,35,1845,25442,xu_E5Pwwvys,https://www.youtube.com/watch?v=xu_E5Pwwvys
THIS NEW AGENT IS INSANE! | VALORANT | Ft. QuarterJade & Friends,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2021-03-16T01:01:58Z,10:43,39,1153,12234,UterrYri0Qg,https://www.youtube.com/watch?v=UterrYri0Qg
AN EXCITING RETURN TO VALORANT!!,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2022-10-01T18:35:26Z,9:3,26,1089,14402,NDiyjlXdQ6c,https://www.youtube.com/watch?v=NDiyjlXdQ6c
"Best Moments in Valorant | Valorant Highlights | ft. QuarterJade, Starsmitten & friends.",Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2021-02-17T23:17:52Z,10:8,37,1165,11366,9xRmLfpxJ7o,https://www.youtube.com/watch?v=9xRmLfpxJ7o
the adventures of crash and valorant,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2022-02-14T18:23:10Z,8:57,19,1365,17188,ug1l39B5LWk,https://www.youtube.com/watch?v=ug1l39B5LWk
PLAYING IN THE OFFLINETV CHARITY TOURNAMENT | Valorant | Ft. Jacksepticeye & friends,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2021-05-02T21:24:57Z,22:58,45,1576,21967,rvgvtpPzUT4,https://www.youtube.com/watch?v=rvgvtpPzUT4
guess what noise this is,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2022-11-14T20:51:37Z,28,13,1757,29362,tPzBfv_L-hk,https://www.youtube.com/watch?v=tPzBfv_L-hk
THE PERFECT LINEUP | VALORANT| Ft. Pokimane & Friends,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2021-05-09T20:32:38Z,18:48,45,2290,34349,7RxCDkdGcKs,https://www.youtube.com/watch?v=7RxCDkdGcKs
"MY GAME ALMOST BROKE | Best of Valorant ft. QuarterJade, MasaYoshi & friends |",Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2020-05-12T19:10:49Z,9:58,13,421,8655,c_QWTW7Pge8,https://www.youtube.com/watch?v=c_QWTW7Pge8
TARIK BROKE THE VCT CHAMPIONS TROPHY,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2022-09-22T18:06:14Z,11:2,47,1849,25560,4Piqh04w9Ts,https://www.youtube.com/watch?v=4Piqh04w9Ts
I DIDN'T MEAN TO STEAL HIS KNIFE KILL,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2022-11-01T20:04:15Z,16,19,1877,36473,zxsc3uASgf8,https://www.youtube.com/watch?v=zxsc3uASgf8
MY FIRST ACE?!?| Valorant | ft. QuarterJade & friends,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2020-04-15T00:29:04Z,9:27,22,409,8347,de-uAEs1zWs,https://www.youtube.com/watch?v=de-uAEs1zWs
THERE'S NO WAY THEY'RE NOT SIBLINGS,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2022-11-05T17:00:21Z,43,95,23087,421928,fEzMqg0HZHI,https://www.youtube.com/watch?v=fEzMqg0HZHI
Jodi called me a WHAT???,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2022-06-03T20:51:19Z,8:26,24,2291,32670,XYS7BgFq_0c,https://www.youtube.com/watch?v=XYS7BgFq_0c
"Funny Moments in Valorant | Valorant Highlights | ft. QuarterJade, xChocobars & friends.",Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2020-07-23T19:00:10Z,10:9,18,374,7972,UdqSLp7ZpWA,https://www.youtube.com/watch?v=UdqSLp7ZpWA
THAT WAS FOR THE DOUBLE ACE | VALORANT | Ft. Bnans & friends,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2021-05-17T20:23:02Z,16:6,51,1528,18336,S7ZfW1o2fRE,https://www.youtube.com/watch?v=S7ZfW1o2fRE
IS HE ACTUALLY TROLLING ME? | VALORANT | Ft. Ludilue & friends,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2021-07-18T21:50:32Z,10:26,14,1299,13959,DF-3YZHB9iQ,https://www.youtube.com/watch?v=DF-3YZHB9iQ
IS HE ACTUALLY TROLLING ME? | VALORANT | Ft. Ludilue & friends,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2021-07-18T21:50:32Z,10:26,14,1299,13959,DF-3YZHB9iQ,https://www.youtube.com/watch?v=DF-3YZHB9iQ
SHE'S ACTUALLY TROLLING | VALORANT | Ft. Pokimane & Friends,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2021-05-31T21:15:15Z,13:21,51,2181,29032,jSvcWBehXTM,https://www.youtube.com/watch?v=jSvcWBehXTM
HE'S ROASTING OUR TEAMATE! | VALORANT | Ft. Edisonparklive & Friends,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2021-06-13T17:10:52Z,13:42,40,1981,25275,eXiYalbGQrI,https://www.youtube.com/watch?v=eXiYalbGQrI
I CAN'T BELIEVE THAT ALMOST WORKED! | Valorant | Ft. QuarterJade & Friends,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2021-03-09T00:17:46Z,15:25,40,1625,18133,MB18fkSyWss,https://www.youtube.com/watch?v=MB18fkSyWss
IS THIS OUR GREATEST COMEBACK YET?,Sydeon,UCtTWOND3uyl4tVc_FarDmpw,2021-09-14T20:07:44Z,12:36,38,1397,14090,Zd5z-kFBeJE,https://www.youtube.com/watch?v=Zd5z-kFBeJE
