Title,Channel Title,Channel ID,Publish time,Duration,Number of comments,Number of likes,Number of views,video_id,url
HIKO'S FIRST GAME WITH HARBOR | THE MOST FUN VALORANT AGENT TO PLAY,Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2022-10-17T15:30:05Z,10:39,31,1048,38365,TZz5OcpZ1zE,https://www.youtube.com/watch?v=TZz5OcpZ1zE
VALORANT CAN ACTUALLY BE FUN?,Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2022-11-04T15:30:13Z,9:12,17,959,17851,ll91pnn1few,https://www.youtube.com/watch?v=ll91pnn1few
HIKO IS STILL THE CLUTCH MASTER! | RADIANT VALORANT GAMEPLAY,Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2022-11-19T16:30:01Z,10:1,16,641,13267,GnPIHOYWQa8,https://www.youtube.com/watch?v=GnPIHOYWQa8
How To WIN with INTING TEAMMATES in VALORANT!,Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2022-11-24T16:30:02Z,10:3,9,594,12585,F11-GdPhZZg,https://www.youtube.com/watch?v=F11-GdPhZZg
THE MOST INSANE VALORANT GAME YOU'LL EVER SEE!,Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2022-10-19T15:30:07Z,12:40,30,1047,23365,FCwIGtlp7TQ,https://www.youtube.com/watch?v=FCwIGtlp7TQ
THIS CROSSHAIR IS GODLIKE!! | EASY ONE TAPS FOR HIKO,Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2022-10-24T15:30:03Z,10:16,22,798,18667,BZC11bIM-TA,https://www.youtube.com/watch?v=BZC11bIM-TA
FIRST LOOK AT HARBOR! | IS THE NEW VALORANT AGENT OP?,Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2022-10-13T19:46:35Z,10:23,57,1174,31018,mBKKaYm6VSE,https://www.youtube.com/watch?v=mBKKaYm6VSE
BOOMER CLUTCHES 1V5 W/ ALL HEADSHOTS| 100T Hiko VALORANT Stream Highlights,Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2021-04-16T18:31:36Z,9:36,205,8113,200826,mPnTCXhbwZ0,https://www.youtube.com/watch?v=mPnTCXhbwZ0
TRYING OUT FADE FOR THE FIRST TIME! THIS AGENT IS BUSTED? | Hiko REACTS to VALORANT FADE,Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2022-04-25T20:00:13Z,13:30,147,3982,145179,aISQ5f2eWuE,https://www.youtube.com/watch?v=aISQ5f2eWuE
NEW VALORANT GAME! | CS:GO PRO REVIEWS THE AGENTS  (Part 1),Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2020-04-03T17:00:32Z,27:22,22,262,12102,wgWTUi1EydQ,https://www.youtube.com/watch?v=wgWTUi1EydQ
15 YR OLD THROWS 42+ ROUND GAME,Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2021-02-12T18:23:21Z,21:51,521,16739,529781,H7hginczcig,https://www.youtube.com/watch?v=H7hginczcig
"CRANKING 90s IN VALORANT W/ BUGHA, SYPHERPK, NickEH30, & CHICA!",Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2021-03-25T19:03:10Z,15:53,436,6624,151533,5UX8NJrcU44,https://www.youtube.com/watch?v=5UX8NJrcU44
I MIGHT UNRETIRE AFTER THIS JETT DIFF | VERY INTENSE ENDING,Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2022-09-07T15:30:12Z,9:42,28,1123,20895,_legNuQgric,https://www.youtube.com/watch?v=_legNuQgric
NEW VALORANT GAME! | CS:GO PRO REVIEWS THE AGENTS  (Part 1),Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2020-04-03T17:00:32Z,27:22,22,262,12102,wgWTUi1EydQ,https://www.youtube.com/watch?v=wgWTUi1EydQ
"FRESH ACCOUNT TO RADIANT EP. 1 ""HIKO GETS HIS RANK""",Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2020-12-25T20:53:27Z,11:31,431,10971,377961,958xKWmArB0,https://www.youtube.com/watch?v=958xKWmArB0
HIKO WITH EVEN MORE INHUMAN FLICKS! | HIKO'S STREAM HIGHLIGHTS + ART OF WHIFFING,Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2021-11-12T19:45:14Z,9:21,198,5942,137319,loPUFA9K1NI,https://www.youtube.com/watch?v=loPUFA9K1NI
"DOMINATING A FULL RADIANT LOBBY (31 KILLS!) ft. jasonR, steel, asuna, & MORE!",Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2020-10-20T19:55:54Z,14:46,269,5987,166170,2ucRNox1XTk,https://www.youtube.com/watch?v=2ucRNox1XTk
PLAY THIS AGENT FOR FREE RR?? | IT'S TOO EASY FOR HIKO,Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2022-09-28T15:30:06Z,10:4,22,792,17648,emUuy_CpOuo,https://www.youtube.com/watch?v=emUuy_CpOuo
CYPHER IS THE NEW META AGENT?? | IMMORTAL RANKED,Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2022-09-16T15:30:07Z,10:56,28,1082,26124,gZ1ZWoaRBiI,https://www.youtube.com/watch?v=gZ1ZWoaRBiI
HIKO WITH EVEN MORE INHUMAN FLICKS! | HIKO'S STREAM HIGHLIGHTS + ART OF WHIFFING,Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2021-11-12T19:45:14Z,9:21,198,5942,137319,loPUFA9K1NI,https://www.youtube.com/watch?v=loPUFA9K1NI
"HIKO REACTS TO ""KAY/O Agent Reveal Trailer"" | ""THIS IS SICK""!",Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2021-06-17T18:33:53Z,9:41,336,6090,131908,rVYNk4lrjeM,https://www.youtube.com/watch?v=rVYNk4lrjeM
OWNING IN THE NEW VALORANT!!! 27 KILL GAME,Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2020-04-03T17:00:00Z,16:11,47,704,28699,aqrZZ6QvYmE,https://www.youtube.com/watch?v=aqrZZ6QvYmE
Immortal Lobbies in a Nutshell...,Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2022-10-28T15:30:07Z,10:41,26,788,16472,kYyDxTE8fo0,https://www.youtube.com/watch?v=kYyDxTE8fo0
MY BIGGEST COMEBACK IN VALORANT SO FAR!!! ft. STEEL | FIRST MATCH WITH MY NEW 100T TEAMMATE!,Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2020-09-08T19:19:32Z,19:44,488,15176,441816,4pf8NrAW4r4,https://www.youtube.com/watch?v=4pf8NrAW4r4
AIMBOT OR INHUMAN REACTIONS?! | 100T Hiko VALORANT Stream Highlights,Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2020-06-26T20:48:24Z,11:46,647,22981,998207,tK5JxNUtEkU,https://www.youtube.com/watch?v=tK5JxNUtEkU
PLAYING ASTRA FOR THE FIRST TIME! IS SHE BROKEN?!,Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2021-03-05T17:10:38Z,11:29,184,5743,167002,SYSLGjQdzP4,https://www.youtube.com/watch?v=SYSLGjQdzP4
I Played the Best KAY/O Game of My LIFE and Then This Happened...,Hiko,UCRN1XC7PnnTL5R_GbYOMCZg,2022-11-26T16:30:08Z,11:33,30,619,12691,UcU8jV62CYk,https://www.youtube.com/watch?v=UcU8jV62CYk
*NEW* ABYSSAL SKIN BUNDLE in VALORANT (-50% aimbot),Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2022-11-30T23:44:45Z,8:10,165,2269,54163,bI-XngGjk5c,https://www.youtube.com/watch?v=bI-XngGjk5c
Destroying people who think Yoru is bad in Valorant...,Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2022-11-24T17:19:44Z,8:17,112,2853,55205,xAGnbwIQ3t8,https://www.youtube.com/watch?v=xAGnbwIQ3t8
START YORU FLASHING LIKE THIS.... (100% better),Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2022-11-27T16:37:00Z,8:2,79,3139,75594,j65QlUsU0gQ,https://www.youtube.com/watch?v=j65QlUsU0gQ
NEW ION 2.0 SKINS ARE 100% AIMBOT in VALORANT (NO JOKE!),Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2022-10-18T19:03:15Z,8:15,256,5848,170091,xsJsCuFk-GM,https://www.youtube.com/watch?v=xsJsCuFk-GM
NEW SOULSTRIFE SKIN BUNDLE IS 0% AIMBOT!,Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2022-11-02T23:26:01Z,8:1,518,4284,126135,EhQYNe0BS_M,https://www.youtube.com/watch?v=EhQYNe0BS_M
THE FORBIDDEN YORU STRATEGY...,Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2022-10-25T15:12:57Z,9:5,106,3878,86415,pRyFSFszEY0,https://www.youtube.com/watch?v=pRyFSFszEY0
"""Yoru I hope you die in the game""",Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2022-10-16T13:00:14Z,8:2,185,4768,99723,ULGcpKaoNz0,https://www.youtube.com/watch?v=ULGcpKaoNz0
"""YORU THAT FLASH IS UNFAIR"" (they were mad)",Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2022-11-17T14:21:21Z,8:8,175,2814,53038,TJH_AJwqjto,https://www.youtube.com/watch?v=TJH_AJwqjto
NEW ION 2.0 SKINS ARE 100% AIMBOT in VALORANT (NO JOKE!),Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2022-10-18T19:03:15Z,8:15,256,5848,170091,xsJsCuFk-GM,https://www.youtube.com/watch?v=xsJsCuFk-GM
NEW SOULSTRIFE SKIN BUNDLE IS 0% AIMBOT!,Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2022-11-02T23:26:01Z,8:1,518,4284,126135,EhQYNe0BS_M,https://www.youtube.com/watch?v=EhQYNe0BS_M
"""Yoru why are you fake cloning""",Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2022-10-08T13:30:03Z,8:2,176,5428,136537,Dljnq120hfY,https://www.youtube.com/watch?v=Dljnq120hfY
THE ASSASSIN YORU PLAYSTYLE... 🔪,Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2022-10-22T18:11:55Z,8:12,122,4573,90317,T364Auomg2g,https://www.youtube.com/watch?v=T364Auomg2g
"""why do Yoru instalocks exist?""",Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2022-09-28T12:30:31Z,8:19,332,6149,107100,uDFh_pkq8yc,https://www.youtube.com/watch?v=uDFh_pkq8yc
"""Yoru why are you fake cloning?""",Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2022-08-07T14:00:13Z,8:7,118,5303,128817,ZVd4FRIXKWA,https://www.youtube.com/watch?v=ZVd4FRIXKWA
"""YORU HOW ARE YOU THERE""",Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2022-06-14T13:00:20Z,8:31,160,6449,143799,gG_SMdOXr20,https://www.youtube.com/watch?v=gG_SMdOXr20
YORU CAN HIDE IN HIS CLONE in VALORANT,Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2022-07-09T14:00:04Z,8:28,181,9951,305809,4w9lJkr0AnA,https://www.youtube.com/watch?v=4w9lJkr0AnA
"""why do Yoru instalocks exist?""",Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2022-09-28T12:30:31Z,8:19,332,6149,107100,uDFh_pkq8yc,https://www.youtube.com/watch?v=uDFh_pkq8yc
NEW RGX MELEE IS THE BEST in VALORANT,Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2021-10-07T17:46:55Z,8:21,305,10064,340171,BYLDOFPJVdE,https://www.youtube.com/watch?v=BYLDOFPJVdE
MY COLLECTION in VALORANT is WHITE & GOLD... (is it aimbot?),Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2022-11-21T13:00:32Z,8:7,96,2186,36618,e2LsvAgnALE,https://www.youtube.com/watch?v=e2LsvAgnALE
YORU Outplays in RADIANT Rank - Valorant Gameplay,Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2021-02-06T15:00:02Z,8:20,202,10596,457637,56yKkngDSHM,https://www.youtube.com/watch?v=56yKkngDSHM
YORU FLASH + TP ACE #shorts #valorant,Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2022-11-23T06:17:15Z,18,35,1719,26550,LmSUWtxAAKc,https://www.youtube.com/watch?v=LmSUWtxAAKc
*NEW* NUNCA OLVIDADOS SKINS are AMAZING (GIVEAWAY!),Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2021-10-21T17:38:49Z,8:7,5429,9634,122361,sz1PNtyXdJA,https://www.youtube.com/watch?v=sz1PNtyXdJA
"""YORU YOU ARE THE DUMBEST PERSON EVER""",Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2022-09-17T13:00:20Z,8:24,115,4373,76190,hNRMrtpPbuI,https://www.youtube.com/watch?v=hNRMrtpPbuI
*NEW* SENTINELS OF LIGHT SKINS (giveaway!),Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2021-07-22T00:15:57Z,8:2,470,7495,134022,xhv-GYEpMNk,https://www.youtube.com/watch?v=xhv-GYEpMNk
ION 2.0 AIMBOT ACE in VALORANT #shorts #ion #valorant,Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2022-10-18T18:33:49Z,30,43,7349,104893,LWonxapjIQk,https://www.youtube.com/watch?v=LWonxapjIQk
YORU FLASH + TP ACE #shorts #valorant,Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2022-11-23T06:17:15Z,18,35,1719,26550,LmSUWtxAAKc,https://www.youtube.com/watch?v=LmSUWtxAAKc
"""Yoru is the worst agent in the game""",Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2022-07-21T12:25:04Z,8:6,242,5968,117336,ZwzmuVUnJtY,https://www.youtube.com/watch?v=ZwzmuVUnJtY
YORU Plays that Destroy RADIANTS in VALORANT,Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2021-02-05T14:30:02Z,8:39,159,4865,183794,JLs4sYHWSE8,https://www.youtube.com/watch?v=JLs4sYHWSE8
MY YORU CLONE CONFUSES STREAMERS in VALORANT,Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2022-06-24T12:30:02Z,8:14,212,6403,147610,asyZ3909nOY,https://www.youtube.com/watch?v=asyZ3909nOY
AGGRESSIVE Yoru OUTPLAYS to RADIANT - Valorant Gameplay,Red,UCFJ1pr8iwWPeQjmeHnPhqvA,2021-01-14T17:49:21Z,8:17,85,3077,111263,Lk1BFt1Cpv4,https://www.youtube.com/watch?v=Lk1BFt1Cpv4
Fade SPEEDRUN (Full Series) Valorant,Keeoh,UCeIcwvxA_e5Dvrqg3rsuN1w,2022-08-11T16:00:21Z,3:10:25,147,4415,415420,RcG8Xg0J8Hk,https://www.youtube.com/watch?v=RcG8Xg0J8Hk
HARBOR SPEEDRUN,Keeoh,UCeIcwvxA_e5Dvrqg3rsuN1w,2022-10-19T16:30:03Z,24:22,756,13065,293413,Ph5xr2ofaMc,https://www.youtube.com/watch?v=Ph5xr2ofaMc
Fade SPEEDRUN (Full Series) Valorant,Keeoh,UCeIcwvxA_e5Dvrqg3rsuN1w,2022-08-11T16:00:21Z,3:10:25,147,4415,415420,RcG8Xg0J8Hk,https://www.youtube.com/watch?v=RcG8Xg0J8Hk
Killing Streamers with the Griddy Swing,Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2022-11-25T13:00:03Z,10:55,734,27477,687673,6iGaCmbgxKw,https://www.youtube.com/watch?v=6iGaCmbgxKw
"I Played Yoru for 485 Days Straight, Here's the Result...",Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2022-09-11T12:00:13Z,11:1,717,29148,731465,tz8VBJs97D8,https://www.youtube.com/watch?v=tz8VBJs97D8
Destroying RADIANT Streamers with Yoru…,Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2022-11-16T13:00:22Z,11:44,766,11409,199927,i838OEsqP90,https://www.youtube.com/watch?v=i838OEsqP90
The Two Most UNDERRATED Agents in Valorant…,Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2022-10-13T12:00:12Z,10:47,472,11673,246317,yG2cNCs5csE,https://www.youtube.com/watch?v=yG2cNCs5csE
Invisible Flashes are Destroying Valorant...,Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2022-11-09T13:00:14Z,10:30,488,24279,720787,VVg_51Pmtos,https://www.youtube.com/watch?v=VVg_51Pmtos
"Radiants Cried about My Yoru, Then got 1v5 Ace'd...",Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2022-10-31T12:00:10Z,11:32,361,11719,241261,BAFWGYpkIoI,https://www.youtube.com/watch?v=BAFWGYpkIoI
"Destroying a Toxic ""Radiant Smurf"" With Yoru 2.0",Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2022-07-03T12:00:06Z,10:22,761,26599,740514,BBi59K6zhqY,https://www.youtube.com/watch?v=BBi59K6zhqY
Destroying RADIANT Harbor Mains...,Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2022-10-23T12:00:30Z,10:47,477,10369,161817,nin0w6YW83o,https://www.youtube.com/watch?v=nin0w6YW83o
"Radiant Team said I was Useless, then I 1v4d...",Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2022-08-27T12:00:13Z,11:13,452,18518,406443,MyLZkAHRKH8,https://www.youtube.com/watch?v=MyLZkAHRKH8
Fake Cloning RADIANT Valorant Streamers...,Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2022-09-04T12:00:10Z,10:43,550,22271,522878,KWMb9HPLW90,https://www.youtube.com/watch?v=KWMb9HPLW90
HOW TO GET A FREE DODGE IN VALORANT (SECRET METHOD!) #Shorts,Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2021-08-12T12:00:17Z,19,126,3426,52599,ZNl6cfst-B8,https://www.youtube.com/watch?v=ZNl6cfst-B8
"Destroying a Toxic ""Radiant Smurf"" With Yoru 2.0",Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2022-07-03T12:00:06Z,10:22,761,26599,740514,BBi59K6zhqY,https://www.youtube.com/watch?v=BBi59K6zhqY
Destroying RADIANT Trash Talkers...,Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2021-12-19T13:00:03Z,11:44,234,9419,271266,3DfD_4oM_30,https://www.youtube.com/watch?v=3DfD_4oM_30
THE 360 YORU FLASH,Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2021-12-23T13:00:10Z,27,134,51802,857164,Qkd4n8huxa4,https://www.youtube.com/watch?v=Qkd4n8huxa4
Miyagi Method Transformed My YORU OUTPLAYS.. (With Notes) | Valorant Outplays,Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2021-06-18T13:00:18Z,9:49,172,3068,91500,iI98PwfXN4k,https://www.youtube.com/watch?v=iI98PwfXN4k
Radiant Streamers vs Yoru 3.0,Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2022-07-28T12:00:02Z,11:28,443,13728,336165,3lDUrxQgGow,https://www.youtube.com/watch?v=3lDUrxQgGow
Radiant Streamers vs. Yoru 1 Trick...,Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2022-09-27T12:00:12Z,11:11,449,14225,284928,WJnjZAg90h4,https://www.youtube.com/watch?v=WJnjZAg90h4
"Radiant Teamate said I was Trash, Then I Beat Him...",Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2022-10-05T12:00:12Z,11:13,497,15511,372103,XPU-R5xGPiE,https://www.youtube.com/watch?v=XPU-R5xGPiE
"Radiant Team said I was Useless, then I 1v4d...",Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2022-08-27T12:00:13Z,11:13,452,18518,406443,MyLZkAHRKH8,https://www.youtube.com/watch?v=MyLZkAHRKH8
Yoru Has Double Clones Now??,Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2022-08-12T12:00:16Z,10:50,538,19283,544560,V3ME21OQ-8A,https://www.youtube.com/watch?v=V3ME21OQ-8A
I Destroyed the Most Toxic Player in NA...,Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2022-05-14T12:00:12Z,10:20,522,14486,330672,OBZJwJxtEP8,https://www.youtube.com/watch?v=OBZJwJxtEP8
Destroying RADIANT Trash Talkers...,Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2021-12-19T13:00:03Z,11:44,234,9419,271266,3DfD_4oM_30,https://www.youtube.com/watch?v=3DfD_4oM_30
Miyagi Method Transformed My YORU OUTPLAYS.. (With Notes) | Valorant Outplays,Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2021-06-18T13:00:18Z,9:49,172,3068,91500,iI98PwfXN4k,https://www.youtube.com/watch?v=iI98PwfXN4k
200IQ Yoru Main vs 0IQ Yoru Main,Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2021-11-09T13:00:32Z,10:56,204,6079,161912,gSGQ5oOX92o,https://www.youtube.com/watch?v=gSGQ5oOX92o
HOW TO GET A FREE DODGE IN VALORANT (SECRET METHOD!) #Shorts,Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2021-08-12T12:00:17Z,19,126,3426,52599,ZNl6cfst-B8,https://www.youtube.com/watch?v=ZNl6cfst-B8
*200 IQ* How a YORU MAIN plays CYPHER....,Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2022-01-29T13:00:01Z,42,340,84576,1627774,ad9PAC6eRpg,https://www.youtube.com/watch?v=ad9PAC6eRpg
"Radiant Team wanted Smokes, so I Instalocked Yoru...",Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2022-05-21T12:00:01Z,10:32,712,31260,920537,07_5PQHCSiM,https://www.youtube.com/watch?v=07_5PQHCSiM
Valorant’s WORST Agent vs RADIANTS,Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2021-11-24T13:00:21Z,13:7,213,7945,266064,LX8_PYRYexU,https://www.youtube.com/watch?v=LX8_PYRYexU
Trolling RADIANT Twitch Streamers...,Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2022-01-10T13:00:22Z,12:15,229,7600,218443,jht3dd8eMAQ,https://www.youtube.com/watch?v=jht3dd8eMAQ
THE 360 YORU FLASH,Ziptie,UCQ8VQZoYPeXF_q0E19UDGYQ,2021-12-23T13:00:10Z,27,134,51802,857164,Qkd4n8huxa4,https://www.youtube.com/watch?v=Qkd4n8huxa4
The FASTEST Ace in Valorant History?!,xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2022-08-12T19:00:00Z,18,12,812,14023,-eo0pv2AOKI,https://www.youtube.com/watch?v=-eo0pv2AOKI
new icebox sage wall just dropped,xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2022-11-30T16:47:23Z,39,5,377,5990,F6_hsS3Es80,https://www.youtube.com/watch?v=F6_hsS3Es80
"THE NEW AGENT IS INSANE! ft. QuarterJade, PeterParkTV & friends | Valorant | xChocoBars",xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2021-03-05T22:00:02Z,14:48,36,1620,27109,6HWEI-Kpz-Q,https://www.youtube.com/watch?v=6HWEI-Kpz-Q
Shroud Hits a Triple Wallbang in 5 seconds?!,xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2022-08-09T18:30:27Z,18,34,2895,71249,HeGioA2r8Yw,https://www.youtube.com/watch?v=HeGioA2r8Yw
"GIRL SQUAD DOMINATING!! ft. Pokimane, QuarterJade, StarSmitten, Valkyrae | xChocoBars",xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2022-01-22T00:00:03Z,30:14,19,1595,29031,7_0GmuCDyjo,https://www.youtube.com/watch?v=7_0GmuCDyjo
"FIVE ROUNDS IS ALL THEY GET!! ft. Valkyrae, LilyPichu, StarSmitten, Natsumii | xChocoBars | Valorant",xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2021-07-16T23:00:03Z,21:43,33,1442,20460,CwsymBBPIE4,https://www.youtube.com/watch?v=CwsymBBPIE4
Valorant Pros VS my Gold Killjoy in Immortal...Who Wins?,xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2022-05-12T16:37:28Z,10:12,18,371,6798,XLZlTm5cwKM,https://www.youtube.com/watch?v=XLZlTm5cwKM
"can i CLUTCH the GAME?! ft. hJune, Natsumiii, BaboAbe & Miyoung | Valorant",xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2021-06-25T23:00:02Z,12:8,30,1109,11990,4ycZDs6motQ,https://www.youtube.com/watch?v=4ycZDs6motQ
LATE NIGHT DRUNK VALORANT! | xChocoBars,xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2021-08-27T23:00:04Z,22:3,25,1105,19810,KnS_XXxoJqk,https://www.youtube.com/watch?v=KnS_XXxoJqk
IS THAT THE REAL ZEDD?! | XCHOCOBARS VALORANT,xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2020-05-20T22:01:15Z,12:8,65,1328,45847,JmfVlpZ7jxE,https://www.youtube.com/watch?v=JmfVlpZ7jxE
FINALLY PLATINUM YAYYY | xChocoBars,xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2021-10-01T23:00:09Z,15:31,34,1296,21642,XvB0Eng7ybw,https://www.youtube.com/watch?v=XvB0Eng7ybw
"BACK TO BACK 13-0 WINS!! ft. Valkyrae, Ryan Higa, Tubbo & Natsumiii",xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2021-04-16T21:00:14Z,14:12,41,2249,31643,ubguNfGL6zE,https://www.youtube.com/watch?v=ubguNfGL6zE
Sykkuno Is NA Valorants LAST HOPE,xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2022-07-16T20:15:02Z,41,33,1576,28860,filmHnYv7iU,https://www.youtube.com/watch?v=filmHnYv7iU
This 1v5 Clutch took 7 seconds & 1 Magazine....,xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2022-08-11T19:00:09Z,30,44,4651,82416,VGYSrC_6C8c,https://www.youtube.com/watch?v=VGYSrC_6C8c
"STOMPING IN VALORANT INHOUSE GAMES! ft. itsHafu, Dakotaz, StevenSuptic & friends",xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2021-05-21T21:00:10Z,12:49,34,1018,12990,9jbukIKs1as,https://www.youtube.com/watch?v=9jbukIKs1as
chill valorant gaming with tarik,xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2022-11-18T15:26:32Z,16,4,266,6363,c8ipt9qNUko,https://www.youtube.com/watch?v=c8ipt9qNUko
Most Satisfying Raze Ult (Janet Reacts),xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2022-08-14T17:00:14Z,22,41,3269,71392,Q72oz6hnQws,https://www.youtube.com/watch?v=Q72oz6hnQws
Janet plays *NEW* Map Pearl w/ iiTzTimmy and Shroud,xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2022-06-17T02:51:00Z,1:21,7,335,6490,1KO1bZ2Fl0A,https://www.youtube.com/watch?v=1KO1bZ2Fl0A
making my team bark for me,xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2022-11-28T13:55:08Z,31,8,432,7164,gIWw75Uh5T4,https://www.youtube.com/watch?v=gIWw75Uh5T4
FINALLY played the NEW Fade Agent & it's honestly so broken...,xChocoBars,UCdH7fwkQ5RGVAMIAN2ufm4Q,2022-05-08T00:00:37Z,7:12,10,389,6185,TzxZSrrlQFA,https://www.youtube.com/watch?v=TzxZSrrlQFA
