Title,Channel Title,Publish time,Duration,Number of comments,Number of likes,Number of views,video_id,url
The FASTEST Ace in Valorant History?!,xChocoBars,2022-08-12T19:00:00Z,18,12,805,13922,-eo0pv2AOKI,https://www.youtube.com/watch?v=-eo0pv2AOKI
