,Title,Channel Title,Channel ID,Publish time,Duration,Number of comments,Number of likes,Number of views,video_id,url,Comment ID,Comment,Likes,Replies,Video ID
1243,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgxZ7n6RwkmIbrIeDWF4AaABAg,I enjoyed watching that so much. Please do more!!! Keep up the grind,2,0,CJFPeOEcbf0
1244,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,Ugx5mdUOn9usx50kOPt4AaABAg,Your content never loses its hype every time.,5,0,CJFPeOEcbf0
1245,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgxeM_JA9Cyi9ZX-iTh4AaABAg,Awesome video as always ! Quick question to you and anyone that might know. I noticed that both in the video and the streams you valorant colors are more vibrant. Did you do a setup on nvidia or something to make them look more alive and bright or is it just the video edits etc?,6,1,CJFPeOEcbf0
1246,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgxzFBnwyqN60Rp5xYp4AaABAg,Damn I&#39;m subscribed since u have 2k on yt (because u carried me in a game) and i&#39;m so happy to see what u accomplished and how talented u are on raze what an improvement ❤,5,0,CJFPeOEcbf0
1247,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,Ugx1bYWea-0drt5ztVB4AaABAg,"he’s back!! The legend himself! <br>Love watching your videos, it always makes my day better, miss your uploads on your second tho.",0,0,CJFPeOEcbf0
1248,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgwqaKg1CZ8WVTVdSd14AaABAg,missed you and your raze plays! always inspiring my playstyle,3,0,CJFPeOEcbf0
1249,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,Ugy9Jua5Aeaa64NLm3Z4AaABAg,Flight you made me main raze and I don’t understand how you pull off these jumps but every time I do one I have a huge smile on my face. thank you flights you have mad me happy to play valorant,13,2,CJFPeOEcbf0
1250,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgydJbT0luFA2KVxFBR4AaABAg,This guy never fails to entertain me he inspired me to become a raze player and thanks to him i reacher immortal 3,5,0,CJFPeOEcbf0
1251,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,Ugzh-G3LMVm9iIp_-qN4AaABAg,"<a href=""https://www.youtube.com/watch?v=CJFPeOEcbf0&amp;t=4m21s"">4:21</a> the movement here is pretty insane, we all knew from Day 1 you were the fastest raze Mr. Flights ty for another great upload!",6,0,CJFPeOEcbf0
1252,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,Ugyg8apFmJO-dniyljh4AaABAg,it&#39;s so fun to see you play raze man! Also even after so much trying I still don&#39;t understand how do you change directions mid-air lol,0,0,CJFPeOEcbf0
1253,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgxYfbq23vNlnBuCfmZ4AaABAg,The fact that he never forgets to inspect his knife while jumping,13,0,CJFPeOEcbf0
1254,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgwZYBqtiRZVi8jMei14AaABAg,Honestly when i see him do this it just motivate me to learn more jumps for raze,0,0,CJFPeOEcbf0
1255,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgxxZ2FD-GhfXfI4VFV4AaABAg,"This man right here, never fails to deliver  :) <br><br><br><br><br>Miss you man come home to us soon :)",5,0,CJFPeOEcbf0
1256,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,Ugya78ZqvfTNbCyruGt4AaABAg,you still are and always will be so satisfying to watch as a player - thanks for making me smile again,5,0,CJFPeOEcbf0
1257,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgxmztdaIuugGhqad_14AaABAg,You are the reason that I main raze and I am getting fun of valorant. Thanks bro I hope you make quality content as always.,0,0,CJFPeOEcbf0
1258,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,Ugzv8EifwV8Mjd_Q-td4AaABAg,This guy is the perfect definition of &#39;tactical shooter&#39; in valorant.<br>I love it hahaha🖤,0,0,CJFPeOEcbf0
1259,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,Ugyszs3HbJZh5GvKTI54AaABAg,"<a href=""https://www.youtube.com/watch?v=CJFPeOEcbf0&amp;t=0m45s"">0:45</a> imagine if you actually knifed him",20,0,CJFPeOEcbf0
1260,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgwUwd7F81o6LW4oq-x4AaABAg,"Do you make the colors of the blood and outlines of the body brighter via editing the video or are your in-game graphics set to make the colors so bright? If it is done through in-game settings, could you make a settings video?",0,0,CJFPeOEcbf0
1261,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,Ugyg6oDsWH3hlYv2Wf14AaABAg,"POG! You&#39;re insane, flights! so happy that you&#39;re back, much love &lt;3",2,0,CJFPeOEcbf0
1262,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,Ugz-5YAlFkv8t2ULKud4AaABAg,"Just found this channel today, I&#39;m not good at fps games by any means but I wanna learn to play like this. You got a new sub and fan &lt;3",2,0,CJFPeOEcbf0
1263,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgyDntOfZb_ZCZ6hWYR4AaABAg,"I wanna see a video where flights, grim, nosyy, ethos, and average jonas are playing in a team together, it would be a decent team comp with their mains too, and just imagine the content lmaoo",0,0,CJFPeOEcbf0
1264,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,Ugx8cll0wl2zdFEmAVl4AaABAg,this guy never fails to amaze everyone,1,0,CJFPeOEcbf0
1265,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgyMM5eeL9j8aygeg8V4AaABAg,"Flights playstyle motivates me to do raze jumps, then i realise i cant",7,0,CJFPeOEcbf0
1266,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,Ugz4MwOL5vYCaKe66oN4AaABAg,This is so satisfying and motivating to watch 😭✊ my Iron1 Raze could never 🤣,0,0,CJFPeOEcbf0
1267,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgyfEA2rLFaaguzbnXl4AaABAg,"For real, Flights provides some of the best highlight reels on YouTube",0,0,CJFPeOEcbf0
1268,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgwMpxImeSXu5ucGKrB4AaABAg,I always get really upset when he gets a 4k then doesn’t get an ace… he deserves it!,5,0,CJFPeOEcbf0
1269,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,Ugwtpk-m1ST4kfGYxSV4AaABAg,Damn that rocket kill on astra in the final clip looked like slow motion. So clean,0,0,CJFPeOEcbf0
1270,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgyGPU4mu2amk79Q5WF4AaABAg,Bro you are absolutely CRAZY. Keep up the good work love the videos,0,0,CJFPeOEcbf0
1271,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgxTMaHLlnOxPPoQPUZ4AaABAg,Always a good feeling when flights uploads,1,0,CJFPeOEcbf0
1272,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgzZSawaSEnqQCy4wCN4AaABAg,Such an awesome video. You are my favorite Valorant content creator and I just wish u would stream during NA times 😭,1,0,CJFPeOEcbf0
1273,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,Ugzqwjr6WtjS5KluLBl4AaABAg,Inspiring video keep up the good work!,0,0,CJFPeOEcbf0
1274,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgwDPzUR1pdueoce5qN4AaABAg,"Keep it up, you&#39;re insane.",2,0,CJFPeOEcbf0
1275,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgwBLn0ry3e0zopMd9J4AaABAg,"ngl watching your videos puts a smile on my face, they&#39;re just enjoyable to watch.",0,0,CJFPeOEcbf0
1276,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgxfiSzfB-7eZSrJqjR4AaABAg,"Imagine Flights, Flex Ninja, Grim, Jones Ethos being in one team. ✨❤️<br>No one can win against them lol 😂",2,0,CJFPeOEcbf0
1277,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,Ugwo6bbwU6RC018o4Ex4AaABAg,"Best shot was haven B , thag flick Op shot🔥🔥 you got some crazy movement... waiting to watch you play in pro matches soon, will be LIT",0,0,CJFPeOEcbf0
1278,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgzENBoxUPkKSAPNdW94AaABAg,I&#39;m always so happy when a new video comes out. I love him.,1,0,CJFPeOEcbf0
1279,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgzDeYQMFKis9Eo71xB4AaABAg,Bro You are My Inspiration and Mentor For Uploading awesome Valorant montages. Love you dude ❤️,6,0,CJFPeOEcbf0
1280,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgxqLdcu-Uzckf_8_894AaABAg,Man i love good kid. I listen to them every day because of your videos. Thank you and sick clips as usual,0,0,CJFPeOEcbf0
1281,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgzgKUgaaGSJJop6Wi94AaABAg,My favourite Raze Main is Back with some crispy aim and some cool satchels ❤️,9,0,CJFPeOEcbf0
1282,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgxIX7vWt3ASlBLHwbN4AaABAg,The best movement player is back with a banger !! <br>Loved the video &lt;3,1,0,CJFPeOEcbf0
1283,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgwGPJOu1H-9kmurfgh4AaABAg,"you  makes me feel that nothing is impossible, enjoy your life bro &lt;3",1,0,CJFPeOEcbf0
1284,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgydTrh6AzayfQb1qPx4AaABAg,"Im newbie and i have a question for people with good movement, is moving right and left while we jump will give us more distance? I felt it when i move left and right i can reach place that i can&#39;t reach when i  jump normally",0,0,CJFPeOEcbf0
1285,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgxQqgoaDFkVzh9dLrd4AaABAg,"The movement at <a href=""https://www.youtube.com/watch?v=CJFPeOEcbf0&amp;t=1m43s"">1:43</a> is some of the best I’ve ever seen",0,0,CJFPeOEcbf0
1286,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgyQSvaakBVg0o-MS9J4AaABAg,Looking forward to your streams. Those vids always get me crying,1,0,CJFPeOEcbf0
1287,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgzOR7hQhp5X7gr575x4AaABAg,"Jett : I am the Fastest one<br>Neon : No way, I am quicker than Jett<br>Flights : Hold my Satchel.",6,0,CJFPeOEcbf0
1288,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgytE1ZXkgO5_rz2RO54AaABAg,"Bro  congrats on reaching 770k.<br>keep doin the great work.<br>we all will be there to support you<br>:) <a href=""http://www.youtube.com/results?search_query=%23raze4ever"">#RAZE4EVER</a>",0,0,CJFPeOEcbf0
1289,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgzON66fBnImj76BAtl4AaABAg,I rarely watch valorant anymore but always watch these vids because the music and gameplay are such a vibe,0,0,CJFPeOEcbf0
1290,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,Ugz3gMRhMbzcldsRa6x4AaABAg,Started practicing raze because I prefer faster play style and flights showed me how fast it really can be,0,0,CJFPeOEcbf0
1291,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgwI1c5NyFu70FTq4ih4AaABAg,As a raze main .. i wish One day i could do at least 1% of flights flyghts xD Ur just awsome bro !,0,0,CJFPeOEcbf0
1292,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgxjdET2haqJ8cuNyrt4AaABAg,Nice video! I wish i have the skills you have but i&#39;m still practicing!,1,0,CJFPeOEcbf0
1293,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgyRnmR6AuU4LcRnKcB4AaABAg,"this guy inspired me to play Raze due to his double satchel jumps and yes , i still suck at it",0,0,CJFPeOEcbf0
1294,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgxhIWf0Hox6jEJEEAJ4AaABAg,"Ahhh yes, the Raze god with the occasional Jett clips. ❤️",1,0,CJFPeOEcbf0
1295,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgwThlDaTVkOFprwA_p4AaABAg,Como você gravou ou editou com essa qualidade boa?,0,0,CJFPeOEcbf0
1296,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgzioVkfWA5Gse-cX2B4AaABAg,Bro the last clip is fkn mad! It&#39;s illegal to be this good! Godspeed man!,1,0,CJFPeOEcbf0
1297,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgxFniAmhyeKGJqMb1h4AaABAg,I love the part where he double satcheled and ulted 💥💥💥,0,0,CJFPeOEcbf0
1298,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,Ugzkv2-K559ckduZWnJ4AaABAg,"Good kid fits sooooo well in a raze montage, good job my guy",0,0,CJFPeOEcbf0
1299,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgwUGI1yS0ffigsj8_N4AaABAg,i like how the recoil of his gun was pulling his barrel down below the target feet and he still got torso and head shots,0,0,CJFPeOEcbf0
1300,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgzKUpAHg-ccIhMgYPR4AaABAg,"Love the feel good montages &lt;3 i would also much enjoy a Montage of fails and unlucky Timings, If These even Happen to you :D",0,0,CJFPeOEcbf0
1301,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgyiTGwzkgcCTNeH32t4AaABAg,"I love the Flights x Good Kid combo, great video bro ❤️",1,0,CJFPeOEcbf0
1302,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgxByMu5TxnIBI7994J4AaABAg,"We always knew he was the fastest valorant player, now the leaderboards say it too.",2,0,CJFPeOEcbf0
1303,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgyWrIHLxhbOuOsNpo54AaABAg,The speedrun was so fkn impressive :o &lt;3,2,0,CJFPeOEcbf0
1304,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgyilkXdcaclASQmLSh4AaABAg,Wow... you are INCREDIBLE! earned a sub my man,1,0,CJFPeOEcbf0
1305,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,Ugya8m_KImVYVQVgWwN4AaABAg,respect the good kid. love ya content flights have a good day,0,0,CJFPeOEcbf0
1306,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgzjjqcEmeMVm6mCejR4AaABAg,"Keep grinding on your montages, really good clips! I have uploaded recently a montage too, could you check it out, I would appreciate it. :)",0,0,CJFPeOEcbf0
1307,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,Ugz6l6GbP7fhl20BOm14AaABAg,No way I&#39;m the only one who gets excited every time flights uploads,1,0,CJFPeOEcbf0
1308,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgxasyxhSHoiXaVKBWJ4AaABAg,Last hear I was watching these videos and thinking how good of a player flights is. Now That i’m immortal I’m wondering what percentage of the time he just gets shot out of the air when trying to get these clips,0,0,CJFPeOEcbf0
1309,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgzmiA2dD1Fpucs6O8J4AaABAg,"Hey flights, its been a long time since we see your appearance and your presence, I hope you are doing just fine and healthy I was wondering if you could use this song called Alien Blue by Vundaber when you upload another montage❤️ Lovessss from Cambodia.",3,0,CJFPeOEcbf0
1310,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgxGzCi69vj_kGN81nR4AaABAg,Our favorite raze main is back❤️ we miss you Connor,1,0,CJFPeOEcbf0
1311,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,UgzKIElltIAbELT4oGx4AaABAg,Not only are you amazing with Raze but you also listen to good kid :D,0,0,CJFPeOEcbf0
1312,The NEW FASTEST Valorant player...,Flights,UCIfAlCwj-ZPZq5fqjpYDX3w,2022-03-07T15:43:08Z,8:8,1128,53099,1362132,CJFPeOEcbf0,https://www.youtube.com/watch?v=CJFPeOEcbf0,Ugz_VwgnEPsee92zaat4AaABAg,I miss flying raze so muchh!! Nicee video flights!! Thank you for uploading 💜,1,0,CJFPeOEcbf0
