,Title,Channel Title,Publish time,Duration,Number of comments,Number of likes,Number of views,video_id,url
0,*NSFW* VALORANT,starsmitten,2022-08-26T19:00:07Z,10:39,44,3172,56086,Lc0IrV_zAWI,https://www.youtube.com/watch?v=Lc0IrV_zAWI
